name_genres,title,release_date,release_year,popularity,vote_count,vote_average,names_actors,name_director,budget,revenue,return
[],"Khrustalyov, My Car!",1998-05-20,1998,1.164722,8.0,5.3,"['Yuriy Tsurilo', 'Nina Ruslanova', 'Mikhail Dementyev', 'Aleksandr Bashirov', 'Natalya Lvova', 'Sergei Dyachkov', 'Ivan Matskevich', 'Nijole Narmontaite', 'Olga Samoshina', 'Viktor Mikhailov', 'Paulina Myasnikova', 'Genrietta Yanovskaya', 'Tamara Serkova', 'Jüri Järvet Jr', 'Dima Davydov']",Aleksey German,0.0,0.0,0.0
"['Thriller', 'Mystery', 'Crime', 'Horror']",Nature of the Beast,1995-10-23,1995,1.352512,11.0,6.2,"['Lance Henriksen', 'Eric Roberts', 'Brion James', 'Frank Novak', 'Sasha Jenson', 'Ana Gabriel', 'Virgil Frye', 'Ava Lazar', 'Lin Shaye', 'Phil Fondacaro']",Victor Salva,0.0,0.0,0.0
"['Drama', 'Music', 'Romance', 'Foreign']",The Tango Lesson,1997-11-28,1997,0.192391,5.0,6.4,"['Sally Potter', 'Morgane Maugran', 'Pablo Verón', 'Géraldine Maillet', 'Katerina Mechera', 'David Toole', 'George Antoni', 'Howard Lee']",Sally Potter,0.0,0.0,0.0
"['Horror', 'Thriller', 'Crime']",Saw III,2006-10-27,2006,14.938035,1104.0,6.1,"['Tobin Bell', 'Shawnee Smith', 'Angus Macfadyen', 'Bahar Soomekh', 'Dina Meyer', 'Kim Roberts', 'Donnie Wahlberg', 'Leigh Whannell', 'J. Larose', 'Betsy Russell', 'Costas Mandylor', 'Niamh Wilson', 'Dylan Trowbridge']",Darren Lynn Bousman,10000000.0,163876815.0,16.3876815
"['Action', 'Drama', 'Thriller']",Open Road,2013-04-12,2013,3.197646,18.0,5.2,"['Camilla Belle', 'Andy García', 'Colin Egglesfield', 'Juliette Lewis', 'Christiane Torloni', 'Carol Castro', 'John Savage', 'Kristi Clainos', 'Emily Nelson', 'Craig Gellis', 'Ingrid Rogers']",Márcio Garcia,3000000.0,0.0,0.0
"['Comedy', 'Drama']",Happiness,1998-10-16,1998,5.493697,197.0,7.4,"['Jane Adams', 'Jon Lovitz', 'Philip Seymour Hoffman', 'Dylan Baker', 'Evan Silverberg', 'Rufus Read', 'Justin Elvin', 'Lara Flynn Boyle', 'Cynthia Stevenson', 'Lila Glantzman-Leib', 'Gerry Becker', 'Louise Lasser', 'Ben Gazzara', 'Camryn Manheim', 'Arthur J. Nascarella', 'Molly Shannon', 'Jared Harris', 'Ann Harada']",Todd Solondz,3000000.0,2807390.0,0.9357966666666667
"['Mystery', 'Drama', 'Horror']",When Animals Dream,2014-06-12,2014,2.783608,44.0,6.1,"['Sonia Suhl', 'Lars Mikkelsen', 'Sonja Richter', 'Benjamin Boe Rasmussen', 'Mads Riisom', 'Jakob Oftebro', 'Stig Hoffmeyer', 'Esben Dalgaard Andersen', 'Gustav Dyekjær Giese', 'Tina Gylling Mortensen']",Jonas Alexander Arnby,3000000.0,0.0,0.0
"['Drama', 'Thriller']",Three Monkeys,2008-05-16,2008,2.632026,34.0,6.6,"['Yavuz Bingöl', 'Hatice Aslan', 'Rifat Sungar', 'Ercan Kesal', 'Cafer Köse', 'Gürkan Aydin']",Nuri Bilge Ceylan,0.0,0.0,0.0
"['Action', 'Drama', 'History', 'War']",Braveheart,1995-05-24,1995,20.755149,3404.0,7.7,"['Mel Gibson', 'Catherine McCormack', 'Sophie Marceau', 'Patrick McGoohan', 'Angus Macfadyen', 'Brendan Gleeson', 'James Robinson', 'James Cosmo', 'Sean McGinley', 'Gerda Stevenson', 'Mhairi Calvey', 'Jeanne Marine', 'Sean Lawlor', 'Sandy Nelson', 'Alan Tall', 'Andrew Weir', 'Brian Cox', 'Peter Hanly', 'Stephen Billington', 'Tommy Flanagan', 'Rupert Vansittart', 'Tam White', 'Ian Bannen', ""David O'Hara"", 'Peter Mullan', 'David Gant', 'Malcolm Tierney', 'Martin Murphy', 'Gerard McSorley', 'Bernard Horsfall', 'Richard Leaf', 'Liam Carney', 'Ralph Riach', 'Barry McGovern', 'John Kavanagh', 'Alun Armstrong', 'Julie Austin', 'Alex Norton', 'Michael Byrne', 'William Scott-Masson', 'Dean Lopata', 'Donal Gibson', 'Jimmy Chisholm', 'John Murtagh', 'David McKay', ""Niall O'Brien"", 'Martin Dempsey', 'Jimmy Keogh', 'Joe Savino', 'Mal Whyte', 'Paul Tucker', 'Graeme Ford', 'Greg Jeloudov', 'Rana Morrison', ""Jer O'Leary""]",Mel Gibson,72000000.0,210000000.0,2.9166666666666665
"['Comedy', 'Horror']",Dead & Breakfast,2004-03-16,2004,2.436203,36.0,5.8,"['Jeremy Sisto', 'Erik Palladino', 'Bianca Lawson', 'Oz Perkins', 'Ever Carradine', 'Gina Philips', 'Zach Selwyn', 'Miranda Bailey', 'Brent David Fraser', 'Diedrich Bader', 'David Carradine', 'Jeffrey Dean Morgan', 'Mark Kelly', 'Vincent Ventresca', 'Portia de Rossi']",Matthew Leutwyler,0.0,0.0,0.0
"['Drama', 'Comedy']",The Castle,1997-04-10,1997,4.337545,69.0,7.4,"['Michael Caton', 'Anne Tenney', 'Stephen Curry', 'Anthony Simcoe', 'Sophie Lee', 'Wayne Hope', 'Charles Tingwell', 'Tiriel Mora', 'Eric Bana', 'Robyn Nevin', 'Costas Kilias', 'Bryan Dawe', 'Monty Maizels', 'Lynda Gibson', 'John Benton', 'Laurie Dobson', 'John Lee', 'Stephanie Daniel']",Rob Sitch,786675.0,861789.0,1.095482886833826
"['Horror', 'Action', 'Thriller', 'Foreign']","Hard Revenge, Milly",2008-08-09,2008,0.71776,6.0,4.6,"['Miki Mizuno', 'Hirotsugu Imamura', 'Mitsuki Koga', 'Tetsuya Nakamura', 'Saaya', 'Hiroshi Ôguchi']",Takanori Tsujimoto,0.0,0.0,0.0
['TV Movie'],Gangsta Granny,2013-12-26,2013,1.210607,8.0,4.8,"['Reece Buttery', 'Julia McKenzie', 'Miranda Hart', 'David Walliams', 'Rob Brydon', 'Joanna Lumley', 'Robbie Williams', 'Harish Patel', 'Claudia Winkleman', 'Steve Speirs', 'Patrick Brennan']",Matt Lipsey,0.0,0.0,0.0
"['Science Fiction', 'Adventure']",Age of Ice,2014-12-09,2014,1.725587,15.0,2.8,"['Barton Bund', 'Bailey Spry', 'Owais Ahmed', 'Joe Cipriano', 'Jules Hartley', 'Yaron Urbas', 'Wilfried Capet']",Emile Edwin Smith,0.0,0.0,0.0
['Documentary'],A Billion Lives,2016-05-11,2016,0.286447,6.0,9.5,"['Clive Bates', 'Delon Human', 'Oliver Kershaw', 'Jeff Stiers', 'John Summers', 'Aaron Biebert']",Aaron Biebert,0.0,0.0,0.0
"['Comedy', 'Romance']",Get Well Soon,2001-12-20,2001,0.720653,6.0,3.8,"['Vincent Gallo', 'Courteney Cox', 'Jeffrey Tambor', 'Elina Löwensohn']",Justin McCarthy,0.0,0.0,0.0
['Documentary'],The Visit: An Alien Encounter,2015-01-26,2015,0.56447,6.0,5.7,[],Michael Madsen,0.0,0.0,0.0
['Comedy'],HalloHallo,2014-02-07,2014,0.127643,2.0,6.5,"['Maria Sid', 'Johan Holmberg', 'Tina Råborg', 'Carl Jacobson', 'Isabelle von Saenger', 'Miri Klarquist', 'Celina Almqvist', 'Ann Petrén']",Maria Blom,0.0,0.0,0.0
"['Drama', 'TV Movie', 'Crime', 'Mystery']",Jesse Stone: Lost in Paradise,2015-10-18,2015,1.929064,19.0,6.1,"['Tom Selleck', 'William Devane', 'Gloria Reuben', 'Luke Perry', 'Leslie Hope', 'Al Sapienza', 'Alex Carter', 'Kohl Sudduth', 'William Sadler', 'Amelia Rose Blaire', 'Mackenzie Foy', 'Kerri Smith', 'Christine Tizzard', 'Dawn Greenhalgh', 'Vickie Papavs', 'Maria Vacratsis', 'John Michael Higgins', 'Gillian Anderson', 'Laura Kohoot', 'Ned the Dog', 'Marcus Simmonds', 'Tara Yelland', 'Daniel Schoepf']",Robert Harmon,0.0,0.0,0.0
"['Thriller', 'Horror', 'Drama']",Devoured,2012-05-05,2012,1.343647,13.0,6.4,"['Marta Milans', 'Kara Jackson', 'Bruno Gunn', 'Tyler Hollinger', 'Luis Harris', 'Sal Rendino', 'David Conley', ""Jim O'Hare"", 'Richard Alleman', 'Eric Lommel', 'Dixon Gutierrez', 'Rennel Turner', 'Jaime Carrillo', 'Rich Campbell']",Greg Olliver,0.0,0.0,0.0
"['Comedy', 'Drama', 'Romance']",The Other Sister,1999-02-26,1999,3.816491,35.0,6.0,"['Juliette Lewis', 'Diane Keaton', 'Tom Skerritt', 'Giovanni Ribisi', 'Poppy Montgomery', 'Sarah Paulson', 'Linda Thorson', 'Joe Flanigan', 'Juliet Mills', 'Tracy Reiner', 'Hope Alexander-Willis', 'Harvey Miller', 'Héctor Elizondo', 'Almayvonne', 'Marvin Braverman']",Garry Marshall,35000000.0,0.0,0.0
"['Animation', 'Comedy']",Cheech & Chong's Animated Movie,2013-04-18,2013,1.457101,9.0,4.5,"['Cheech Marin', 'Tommy Chong']",Branden Chambers,0.0,0.0,0.0
['Drama'],The Taiwan Oyster,2012-03-10,2012,0.362432,2.0,6.8,"['Billy Harvey', 'Jeff Palmiotti', 'Leonora Lim', 'Erin King']",Mark Jarrett,0.0,0.0,0.0
"['Drama', 'Action']",The Traffickers,2012-08-28,2012,1.264345,12.0,6.5,"['Im Chang-Jung', 'JiYun Jeong', 'Jo Dal-hwan', 'Oh Dal-su', 'Choi Daniel', 'Choi Il-hwa', 'Jo Yoon-hee']",HongSeon Kim,0.0,0.0,0.0
"['Animation', 'Comedy', 'Drama', 'Romance']",Anomalisa,2015-12-30,2015,10.428421,472.0,6.9,"['David Thewlis', 'Jennifer Jason Leigh', 'Tom Noonan']",Duke Johnson,8000000.0,5659286.0,0.70741075
"['Drama', 'Action', 'Thriller']",Southie,1998-06-10,1998,0.280893,3.0,4.7,"['Donnie Wahlberg', 'Rose McGowan', 'Anne Meara', 'Will Arnett', 'Amanda Peet', 'Lawrence Tierney', 'John Shea', 'Jimmy Cummings']",John Shea,0.0,0.0,0.0
['Drama'],Last Days,2005-05-13,2005,4.790012,95.0,5.3,"['Michael Pitt', 'Lukas Haas', 'Asia Argento', 'Scott Patrick Green', 'Nicole Vicius', 'Kim Gordon', 'Ricky Jay', 'Ryan Orion', 'Harmony Korine']",Gus Van Sant,0.0,1928985.0,0.0
['Drama'],Mediterranea,2015-09-02,2015,1.299649,16.0,6.5,"['Koudous Seihon', 'Alassane Sy', 'Francesco Papasergio', 'Pio Amato', 'Vincenzina Siciliano']",Jonas Carpignano,0.0,0.0,0.0
['Action'],The Bodyguard,2016-07-15,2016,1.645231,15.0,6.5,"['Yue Song', 'Xing Yu', 'Li Yu-Fei', 'Collin Chou', 'Michael Chan Wai-Man', 'Jiang Baocheng', 'Xu Dongmei']",Yue Song,0.0,0.0,0.0
"['Drama', 'Comedy']",Plus one,2008-08-21,2008,0.562568,6.0,4.0,"['Madlen Dzhabrailova', 'Jethro Skinner']",Oksana Bychkova,336029.0,927277.0,2.7595148037818165
[],City Slacker,2012-10-04,2012,0.20293,2.0,7.0,"['Fiona Gillies', 'Tom Conti', 'Geoffrey Streatfeild', 'Adrian Lukis', 'Matilda Ziegler', 'Richard Lumsden', 'Richard Bremmer', 'Colin Stinton', 'Christopher Ryan', 'Stephen Bent', 'Alexis Peterman']",James Larkin,0.0,0.0,0.0
[],Badding,2000-08-18,2000,0.142328,4.0,5.0,"['Janne Reinikainen', 'Karoliina Blackburn', 'Peter Franzén']",Markku Pölönen,0.0,0.0,0.0
['Documentary'],This Film Is Not Yet Rated,2006-01-26,2006,5.205826,118.0,7.3,"['Kimberly Peirce', 'Jon Lewis', 'David Ansen', 'Martin Garbus', 'Wayne Kramer', 'Paul Dergarabedian', 'Kevin Smith', 'John Waters', 'Matt Stone', 'Richard Heffner', 'Bingham Ray', 'Joel Federman', 'Kirby Dick', 'Jay Rosenzweig', 'Paul Huebl', 'Clark Baker', 'Becky Altringer', 'Cheryl Howell', 'Cookie Schwartz', 'Lindsey Howell', 'Jay Landers', 'Stephen Farber', 'Dottie Hamilton', 'Maria Bello', 'Mark Urman', 'Allison Anders', 'Mary Harron', 'Jamie Babbit', 'Joan Graves', 'Joann Yatabe', 'Darren Aronofsky', 'Theresa Webb', 'Michael Tucker', 'David L. Robb', 'Lawrence Lessig', ""Anthony 'Tony' Hey"", 'Barry Freeman', 'Arleen Bates', 'Matt Ioakimedes', 'Jane Worden', 'Scott Young', 'Howard Fridkin', 'Atom Egoyan', 'Rachel Blanchard', 'Michael McClellan', 'James Wall', 'Eddie Schmidt', 'Kirsten Johnson', 'Javorn Drummond', 'Will H. Hays', 'Eric Johnston', 'J. Parnell Thomas', 'Jack Valenti', 'Tom Brokaw', 'Walter Cronkite', 'Ann Curry', 'Dan Rather', 'Richard Nixon']",Kirby Dick,0.0,302179.0,0.0
['Action'],Once Upon a Time in Mexico,2003-09-11,2003,8.843365,605.0,6.2,"['Antonio Banderas', 'Salma Hayek', 'Johnny Depp', 'Eva Mendes', 'Mickey Rourke', 'Danny Trejo', 'Enrique Iglesias', 'Cheech Marin', 'Willem Dafoe', 'Marco Leonardi', 'Troy Robinson']",Robert Rodriguez,29000000.0,98185582.0,3.3857097241379313
"['Drama', 'Action', 'Science Fiction', 'Foreign']","Hard Revenge, Milly: Bloody Battle",2009-07-11,2009,0.277164,7.0,4.6,"['Miki Mizuno', 'Nao Nagasawa', 'Kazuki Tsujimoto', 'Rei Fujita', 'Masahiro Komoto', 'Mitsuki Koga', 'Mei Nagano']",Takanori Tsujimoto,0.0,0.0,0.0
"['Drama', 'Foreign']",Eden Is West,2009-02-11,2009,1.782573,16.0,6.1,"['Riccardo Scamarcio', 'Éric Caravaca', 'Ulrich Tukur', 'Anny Duperey']",Costa-Gavras,0.0,0.0,0.0
"['Comedy', 'Drama']",The Hoax,2006-10-14,2006,4.78586,60.0,6.4,"['Richard Gere', 'Alfred Molina', 'Marcia Gay Harden', 'Hope Davis', 'Julie Delpy', 'Stanley Tucci', 'David Aaron Baker', 'Mamie Gummer', 'Zeljko Ivanek', 'Eli Wallach', 'Myk Watford', 'John Bedford Lloyd', 'Peter McRobbie', 'John Carter', 'James Biberi', 'Christopher Evan Welch', 'Raul Julia Jr.', 'Judi Barton', 'Milton Buras', 'Okwui Okpokwasili', 'Bob Wiltfong', 'William Fowle', 'Carlton Wilborn', 'Antonie Knoppers', 'Steve Buck', 'Eric Yellin', 'John Rothman']",Lasse Hallström,25000000.0,11772461.0,0.47089844
['Documentary'],Alaska: Spirit of the Wild,1998-09-03,1998,1.246035,3.0,5.3,['Charlton Heston'],George Casey,0.0,0.0,0.0
"['Action', 'Science Fiction']",Sons of Liberty,2013-07-06,2013,0.457657,3.0,3.3,"['Tamer Hassan', 'Keith David', 'Elyse Levesque', 'Mark Sheppard', 'Adam Cardon', 'Catalina Soto-Aguilar Kind', 'Chelsea Bruland', 'Casey Myers', 'Jaylen Moore', 'Jasi Cotton Lanier']",Drew Hall,0.0,0.0,0.0
"['Comedy', 'Romance']",This Is Not What I Expected,2017-04-28,2017,0.46796,2.0,6.5,"['Takeshi Kaneshiro', 'Zhou Dongyu', 'Ming Xi', 'Tony Yang', 'Sun Yizhou', 'Chang Kuo-Chu', 'Lin Chi-Ling']",Derek Hui,0.0,0.0,0.0
['Drama'],The Weight of Elephants,2013-02-14,2013,0.189664,3.0,7.3,"['Demos Murphy', 'Matthew Sunderland', 'Catherine Wilkin', 'Angelina Cottrell', 'Hannah Jones', 'Finn Holden', 'Courtney Luskie']",Daniel Borgman,0.0,0.0,0.0
['Documentary'],Merchants of Doubt,2014-11-08,2014,1.743751,36.0,7.5,"['Patricia Callahan', 'Matthew Crawford', 'Stanton A. Glantz', 'Katharine Heyhoe']",Robert Kenner,0.0,192400.0,0.0
['Drama'],Miraklet i Viskan,2015-04-17,2015,0.079065,1.0,5.0,"['Rolf Lassgård', 'Lia Boysen', 'Ingvar Hirdwall', 'Marika Lindström', 'Ivan Mathias Petersson', 'Mats Blomgren', 'Michael Segerström', 'Lena Strömdahl', 'Elisabet Carlsson']",John Olsson,0.0,0.0,0.0
"['Comedy', 'Music', 'History']",Not the Messiah (He's a Very Naughty Boy),2010-03-25,2010,4.829942,10.0,4.7,"['Eric Idle', 'Michael Palin', 'Terry Jones', 'Terry Gilliam', 'Carol Cleveland', 'William Ferguson', 'Shannon Mercer', 'Rosalind Plowright', 'Christopher Purves', 'Neil Innes', 'John Du Prez', 'André Jacquemin', 'Sanjeev Bhaskar']",Aubrey Powell,0.0,0.0,0.0
"['Thriller', 'Horror', 'Mystery']",Across the River,2013-06-21,2013,1.798651,17.0,4.9,"['Renzo Gariup', 'Marco Marchese', 'Lidia Zabrieszach']",Lorenzo Bianchini,0.0,0.0,0.0
"['Thriller', 'Crime', 'Mystery']",Transsiberian,2008-01-18,2008,12.497651,197.0,6.5,"['Woody Harrelson', 'Emily Mortimer', 'Kate Mara', 'Eduardo Noriega', 'Thomas Kretschmann', 'Ben Kingsley', 'Etienne Chicot', 'Mac McDonald', 'Colin Stinton', 'Perlis Vaisieta', 'Mindaugas Papinigis', 'Mindaugas Capas', 'Visockaite Sonata', 'Larisa Kalpokaitė', 'Andrius Paulavičius', 'Larisa Kalpokaitė']",Brad Anderson,15000000.0,5926410.0,0.395094
"['Horror', 'Thriller']",Secrets in the Walls,2010-11-24,2010,1.356312,26.0,5.3,"['Kay Panabaker', 'Peyton List', 'Marianne Jean-Baptiste', 'Jeri Ryan', 'Ian Kahn', 'Lauren Mae Shafer']",Christopher Leitch,0.0,0.0,0.0
"['Family', 'Animation', 'Music']",My Little Pony: Equestria Girls - Rainbow Rocks,2014-09-27,2014,1.340019,19.0,6.6,"['Tara Strong', 'Tabitha St. Germain', 'Andrea Libman', 'Ashleigh Ball', 'Nicole Oliver', 'Kazumi Evans', 'Cathy Weseluck', 'Rebecca Shoichet', 'Maryke Hendrikse', 'Diana Kaarina', 'Vincent Tong', 'Kathleen Barr', 'Lee Tockar', 'Richard Ian Cox', 'Michelle Creber', 'Shannon Chan-Kent']",Jayson Thiessen,0.0,0.0,0.0
"['Drama', 'Action', 'Comedy', 'Thriller']",Underworld,1996-06-01,1996,0.005555,1.0,6.0,"['Denis Leary', 'Joe Mantegna', 'Annabella Sciorra', 'Larry Bishop', 'Abe Vigoda', 'Traci Lords', 'Robert Costanzo']",Roger Christian,0.0,0.0,0.0
"['Action', 'Comedy', 'Thriller', 'Documentary']",Robert Newman's History of Oil,2006-10-02,2006,0.106485,2.0,4.3,['Rob Newman'],Sean Grundy,0.0,0.0,0.0
"['Comedy', 'Music']","Bo Burnham: Words, Words, Words",2010-10-19,2010,0.856871,17.0,6.8,['Bo Burnham'],Shannon Hartman,0.0,0.0,0.0
['Drama'],Thérèse: The Story of Saint Thérèse of Lisieux,2004-10-03,2004,0.282495,2.0,6.3,"['Leonardo Defilippis', 'Maggie Rose Fleck', 'Susan Funk', 'Linda Hayden', 'Sybil Johnson', 'Judith Kaplan', 'Samantha Kramer', 'Jen Nikolaisen', 'Mandy Rimer', 'Mary Magda Schultz', 'Brian Shields', 'Melissa Sumpter', 'Lindsay Younce']",Leonardo Defilippis,0.0,0.0,0.0
"['Drama', 'Romance']",Let It Be Me,1995-11-17,1995,0.755295,2.0,8.0,"['Campbell Scott', 'Jennifer Beals', 'Yancy Butler', 'Patrick Stewart', 'Leslie Caron', 'J. Smith-Cameron', 'Elise Neal', 'Heather Graham']",Eleanor Bergstein,0.0,0.0,0.0
"['TV Movie', 'Horror', 'Family', 'Fantasy']","Von einem, der auszog, das Fürchten zu lernen",2014-11-13,2014,0.405308,2.0,5.5,"['Tim Oliver Schultz', 'Isolda Dychauk', 'Heiner Lauterbach', 'Milan Peschel', 'Jochen Nickel', 'Roy Peter Link', 'Michael Kessler', 'Rick Kavanian', 'Tim Wilde', 'Flo Mega', 'Heiko Pinkowski', 'Susanne Schrader', 'David Bredin', 'Jorres Risse', 'Anna Thalbach']",Tobias Wiemann,0.0,0.0,0.0
"['Action', 'Adventure', 'Science Fiction']",Rogue One: A Star Wars Story,2016-12-14,2016,36.567575,5111.0,7.4,"['Felicity Jones', 'Diego Luna', 'Ben Mendelsohn', 'Donnie Yen', 'Mads Mikkelsen', 'Alan Tudyk', 'Riz Ahmed', 'Jiang Wen', 'Forest Whitaker', 'Jimmy Smits', ""Genevieve O'Reilly"", 'Anthony Daniels', 'Jimmy Vee', 'James Earl Jones', 'Spencer Wilding', 'Daniel Naprous', 'Guy Henry', 'Angus MacInnes', 'Drewe Henley', 'David Ankrum', 'Ian McElhinney', 'Michael Smiley', 'Warwick Davis', 'Valene Kane', 'Ingvild Deila', 'Jonathan Aris', 'Fares Fares', 'Sharon Duncan-Brewster', 'Stephen Stanton', 'Paul Kasey', 'Alistair Petrie', 'Ben Daniels', 'Andy de la Tour', 'Tony Pitts', 'Babou Ceesay', 'Simon Farnaby', 'Geraldine James', 'Ariyon Bakare', 'Duncan Pow', 'Daniel Mays', 'Martin Gordon', 'Jordan Stephens', 'Ian Whyte', 'Rian Johnson', 'Ned Dennehy', 'Angus Cook', 'Emeson Nwolie', 'Jorge Leon Martinez', 'Russell Balogh', 'Nick Kellington', 'Derek Arnold', 'Aidan Cook', 'Steen Young', 'Tyrone Love', 'Attila G. Kerekes', 'Sam Hanover', 'Mac Pietowski', 'Beau Gadsdon', 'Dolly Gadsdon', 'Ram Bergman', 'Bronson Webb', 'Katie Sheridan', 'Terri Douglas', 'Vanessa Lengies', 'Vanessa Marshall', 'Verona Blue', 'Dave Filoni', 'David Boat', 'David Cowgill', 'David Sobolov', 'Eugene Byrd', 'Fred Tatasciore', 'James Arnold Taylor', 'Julian Stone', 'Matthew Wood', 'Michael Giacchino', 'Robin Atkin Downes', 'Samuel Witwer', 'Tom Kane', 'Tony Gilroy', 'Yuri Lowenthal', 'Alexi Melvin', 'Christian Simpson', 'Christopher Scarabosio', 'David Acord', 'Flora Miller', 'John Gilroy', 'John S. Schwartz', 'Jonathan Dixon', 'Karen Huie', 'Kevin Hickman', 'Lex Lang', 'Michael Donovan', 'Orly Schuchmacher', 'Steve Bardrack', 'Tom Harrison-Read', 'William M. Patrick', 'Toby Hefferman']",Gareth Edwards,200000000.0,1056057273.0,5.280286365
"['Comedy', 'Drama']",Just Add Water,2008-03-18,2008,6.961849,20.0,5.4,"['Dylan Walsh', 'Danny DeVito', 'Justin Long', 'Anika Noni Rose', 'Brad Hunt', 'Tracy Middendorf', 'June Squibb', 'Melissa McCarthy', ""Ahna O'Reilly"", 'Will Rothhaar', 'Jonah Hill']",Hart Bochner,0.0,0.0,0.0
"['Crime', 'Drama', 'Mystery']",Secret in Their Eyes,2015-10-14,2015,6.79115,341.0,6.2,"['Chiwetel Ejiofor', 'Nicole Kidman', 'Julia Roberts', 'Dean Norris', 'Lyndon Smith', 'Michael Kelly', 'Mark Famiglietti', 'Zoe Graham', 'Don Harvey', 'Ross Partridge', 'Joe Cole']",Billy Ray,19500000.0,34854990.0,1.7874353846153845
"['Science Fiction', 'Animation', 'Family', 'Comedy', 'Adventure']",Planet 51,2009-11-19,2009,10.44244,573.0,5.6,"['Dwayne Johnson', 'Seann William Scott', 'Jessica Biel', 'Justin Long', 'Gary Oldman', 'John Cleese', 'Freddie Benedict', 'Alan Marriott', 'Mathew Horne', 'James Corden', 'Lewis Macleod', 'Rupert Degas', 'Rebecca Front', 'Vincent Marzello', 'Emma Tate', 'Pete Atkin', 'Laurence Bouvard', 'Brian Bowles']",Jorge Blanco,70000000.0,104945765.0,1.4992252142857143
"['Action', 'History', 'Adventure']",The Pirates,2014-08-06,2014,2.352706,45.0,6.4,"['Kim Nam-gil', 'Son Ye-jin', 'Oh Dal-su', 'Park Cheol-min', 'Yoo Hae-jin', 'Lee Kyoung-young', 'Sulli', 'Kim Tae-woo', 'Lee Yi-Kyung', 'Shin Jung-geun', 'Ahn Nae-sang', 'Kim Ian', 'Jo Hee-bong', 'Park Hae-soo', 'Jeon Bae-soo']",Lee Seok-hoon,0.0,0.0,0.0
[],The Trap: What Happened to Our Dream of Freedom,2007-03-11,2007,0.668038,11.0,8.3,[],Adam Curtis,0.0,0.0,0.0
"['Drama', 'Foreign']",Bonsai,2011-09-02,2011,0.326654,4.0,7.3,"['Diego Noguera', 'Nathalia Galgani', 'Gabriela Arancibia', 'Cristóbal Briceño', 'Julio Carrasco']",Cristián Jiménez,0.0,0.0,0.0
['Documentary'],Godheten,2013-02-15,2013,0.147212,3.0,1.0,"['Thommy Berggren', 'Thommy Berggren']",Stefan Jarl,0.0,0.0,0.0
"['Comedy', 'Family']",The Sandlot 2,2005-05-03,2005,2.695495,33.0,5.2,"['James Earl Jones', 'Max Lloyd-Jones', 'James Willson', 'Brett Kelly', 'Cole Evan Weiss', 'Neilen Benvegnu', 'Griffin Reilly Evans', 'Austin Dunn', 'Reece Thompson', 'Sean Berdy', 'Samantha Burton', 'Jessica King', 'McKenzie Freemantle', 'Teryl Rothery', 'Greg Germann', 'Steve Garvey', 'Barbara Kottmeier', 'Mike Antonakos', 'Celia Bond', 'Jim Dunn', 'David M. Evans']",David M. Evans,0.0,0.0,0.0
['Documentary'],Google and the World Brain,2013-01-18,2013,0.231755,5.0,6.2,[],Ben Lewis,0.0,0.0,0.0
"['Crime', 'Thriller']",Pressed,2011-02-18,2011,1.579853,9.0,4.9,"['Luke Goss', 'Tyler Johnston', 'Michael Eklund', 'Jeffrey Ballard', 'Erica Carroll', 'Andrew Hedge', 'Craig Stanghetta', 'Tanya Champoux', 'Michelle Brezinski', 'R. Cameron Gordon', 'Chris Ippolito', 'Ethan Sawyer', 'Andrew Zachar', 'Kaleb Mailey', 'Destinee Dunkin-Klyne']",Justin Donnelly,0.0,0.0,0.0
"['Drama', 'Foreign', 'Romance']",The Last September,2000-04-28,2000,0.041845,1.0,8.0,"['Michael Gambon', 'Maggie Smith', 'Keeley Hawes', 'David Tennant', 'Richard Roxburgh', 'Lambert Wilson', 'Jane Birkin', 'Fiona Shaw', 'Emily Nagle', 'Jonathan Slinger', 'Gary Lydon']",Deborah Warner,0.0,0.0,0.0
['Comedy'],"Me, Myself and Mum",2013-11-20,2013,5.225386,231.0,6.6,"['Guillaume Gallienne', 'Françoise Fabian', 'André Marcon', 'Diane Kruger', 'Nanou Garcia', 'Götz Otto', 'Brigitte Catillon', 'Reda Kateb', 'Carole Brenner', 'Charlie Anson', 'Xavier Lemaître', 'Jonathan Louis']",Guillaume Gallienne,10735974.0,0.0,0.0
['Comedy'],The Conquerors,2013-09-25,2013,0.172239,2.0,5.8,"['Mathieu Demy', 'Denis Podalydès', 'Christian Crahay', 'Michel Dubois', 'Julie Kapour', 'Michel Molia']",Xabi Molia,0.0,0.0,0.0
['Documentary'],Last Call at the Oasis,2011-09-09,2011,0.17424,2.0,7.0,"['Erin Brockovich-Ellis', 'Gina Gallego', 'Jay Famiglietti', 'Peter H. Gleick', 'Robert Glennon', 'Tyrone Hayes']",Jessica Yu,0.0,0.0,0.0
['Documentary'],Howard Hawks: American Artist,1997-01-01,1997,0.038659,1.0,7.0,[],Kevin Macdonald,0.0,0.0,0.0
['Horror'],Haze,2005-01-01,2005,1.233593,26.0,6.4,"['Shinya Tsukamoto', 'Takahiro Murase', 'Takahiro Kandaka', 'Masato Tsujioka', 'Mao Saito', 'Kaori Fujii']",Shinya Tsukamoto,0.0,0.0,0.0
['Documentary'],Watchers of the Sky,2014-01-20,2014,0.154369,4.0,5.1,[],Edet Belzberg,0.0,0.0,0.0
